[('Selective', 'JJ')] 
[('', 'NN')] 
[('S', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('osteoblastic', 'JJ')] 
[('phenotype', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('', 'NN')] 
[('Cohn', 'NN')] 
[('', 'NN')] 
[('D', 'NN')] 
[('V', 'NN')] 
[('', 'NN')] 
[('Gennari', 'NNP')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('andTashjian', 'JJ')] 
[('', 'NN')] 
[('AH', 'NN')] 
[('', 'NN')] 
[('EdsCalciumRegulatingHormonesandBoneMetabolism', 'NN')] 
[('', 'NN')] 
[('Amsterdam', 'NN')] 
[('', 'NN')] 
[('Elsevier', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Vol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Roche', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('April', 'NNP')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('attachment', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Saito', 'NN')] 
[('', 'NN')] 
[('T', 'NN')] 
[('', 'NN')] 
[('Albelda', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('M', 'NN')] 
[('', 'NN')] 
[('Brighton', 'NNP')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('T', 'NN')] 
[('Identification', 'NN')] 
[('integrin', 'NN')] 
[('receptors', 'NNS')] 
[('cultured', 'VBN')] 
[('human', 'NN')] 
[('bone', 'NN')] 
[('cells', 'NNS')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Orthop', 'NN')] 
[('Res', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Timpl', 'NN')] 
[('', 'NN')] 
[('R', 'NN')] 
[('Brown', 'NNP')] 
[('', 'NN')] 
[('J', 'NN')] 
[('C', 'SYM')] 
[('The', 'DT')] 
[('laminins', 'NNS')] 
[('', 'NN')] 
[('Matrix', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Turksen', 'NN')] 
[('', 'NN')] 
[('K', 'NNP')] 
[('Aubin', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('E', 'NN')] 
[('Positive', 'JJ')] 
[('negative', 'JJ')] 
[('immunoselection', 'NN')] 
[('enrichment', 'NN')] 
[('two', 'CD')] 
[('classes', 'NNS')] 
[('osteoprogenitor', 'NN')] 
[('cell', 'NN')] 
[('', 'NN')] 
[('J', 'NN')] 
[('Cell', 'NN')] 
[('Biol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Vukicevic', 'NN')] 
[('', 'NN')] 
[('S', 'NN')] 
[('', 'NN')] 
[('Luyten', 'VB')] 
[('', 'NN')] 
[('FP', 'NN')] 
[('', 'NN')] 
[('Kleinman', 'NNP')] 
[('', 'NN')] 
[('HK', 'NN')] 
[('', 'NN')] 
[('andReddi', 'NN')] 
[('', 'NN')] 
[('AHDifferentiation', 'NN')] 
[('canalicular', 'NN')] 
[('cell', 'NN')] 
[('processes', 'NNS')] 
[('bone', 'NN')] 
[('cells', 'NNS')] 
[('basement', 'NN')] 
[('membrane', 'NN')] 
[('matrixcomponents', 'NNS')] 
[('', 'NN')] 
[('Regulation', 'NN')] 
[('discrete', 'NN')] 
[('domains', 'NNS')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Cell', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Date', 'NN')] 
[('Received', 'VBN')] 
[('', 'NN')] 
[('June', 'NNP')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Date', 'NN')] 
[('Revised', 'VBN')] 
[('', 'NN')] 
[('December', 'NNP')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Date', 'NN')] 
[('Accepted', 'JJ')] 
[('', 'NN')] 
[('December', 'NNP')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('Roche', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Vol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('attachment', 'NN')] 
[('laminin', 'NN')] 
[('April', 'NNP')] 
[('', 'NN')] 
