Increased, VERB 
silicon, NOUN 
intake, NOUN 
absorption, NOUN 
Amer, PROPN 
J, PROPN 
Clin, PROPN 
Nutr, PROPN 
2002;75:887, PROPN 
93, NUM 

, SPACE 
5, X 
McNaughton, PROPN 
SA, PROPN 
Bolton, PROPN 
Smith, PROPN 
C, PROPN 
Mishra, PROPN 
GD, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Powell, PROPN 
JJ, PROPN 
Dietary, ADJ 

, SPACE 
silicon, NOUN 
intake, NOUN 
post, ADJ 
menopausal, ADJ 
women, NOUN 
Br, PROPN 
J, PROPN 
Nutr, PROPN 
2005;94:813, NOUN 
7, NUM 

, SPACE 
6, NUM 
Pennington, PROPN 
JAT, PROPN 
Silicon, PROPN 
foods, NOUN 
diets, NOUN 
Food, PROPN 
Addit, PROPN 
Contam, PROPN 
1991;8:97, PROPN 
118, NUM 

, SPACE 
7, X 
Powell, PROPN 
JJ, PROPN 
McNaughton, PROPN 
SA, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Anderson, PROPN 
S, PROPN 
Dear, PROPN 
J, PROPN 
Khot, PROPN 
F, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
provisional, ADJ 
database, NOUN 
silicon, NOUN 
content, NOUN 
foods, NOUN 
United, PROPN 
Kingdom, PROPN 
Bri, PROPN 
J, PROPN 

, SPACE 
Nutr, PROPN 
2005;94:804, NOUN 
12, NUM 

, SPACE 
8, X 
Jugdaohsingh, PROPN 
R, PROPN 
Ref, PROPN 
ﬁtt, NOUN 
DM, PROPN 
Oldham, PROPN 
C, PROPN 
Day, PROPN 
JP, PROPN 
Fi, PROPN 
ﬁeld, NOUN 
LK, PROPN 
Thompson, PROPN 
RPH, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Oligomeric, PROPN 
monomeric, PROPN 
silica, PROPN 
prevents, VERB 
aluminium, PROPN 
absorption, NOUN 
man, NOUN 

, SPACE 
Amer, PROPN 
J, PROPN 
Clin, PROPN 
Nutr, PROPN 
2000;71:944, NUM 
9, NUM 

, SPACE 
9, X 
Nielsen, PROPN 
FH, PROPN 
Boron, PROPN 
manganese, PROPN 
molybdenum, NOUN 
trace, NOUN 
elements, NOUN 

, SPACE 
Bowman, PROPN 
BA, PROPN 
Russell, PROPN 
RM, PROPN 
editors, NOUN 
Present, ADJ 
knowledge, NOUN 
nutrition, NOUN 
9th, ADJ 
1, NUM 

, SPACE 
Washington, PROPN 
DC, PROPN 
ILSI, PROPN 
Press, PROPN 
2006, NUM 
p., NOUN 
506, NUM 
26, NUM 

, SPACE 
10, NUM 
Carlisle, PROPN 
EM, PROPN 
Silicon, PROPN 
essential, ADJ 
element, NOUN 
chick, NOUN 
Science, NOUN 
1972;178:619, NUM 
21, NUM 

, SPACE 
11, NUM 
Schwarz, PROPN 
K, PROPN 
Milne, PROPN 
DB, PROPN 
Growth, NOUN 
promoting, VERB 
effects, NOUN 
silicon, NOUN 
rats, NOUN 
Nature, NOUN 

, SPACE 
1972;239:333, NUM 
4, NUM 

, SPACE 
12, NUM 
Schwarz, PROPN 
K., PROPN 
bound, ADJ 
form, NOUN 
silicon, NOUN 
glycosaminoglycans, NOUN 
polyuronides, NOUN 
Proc, PROPN 

, SPACE 
Nat, PROPN 
Acad, PROPN 
Sci, PROPN 
U, PROPN 
S, PROPN 
1973;70:1608, NUM 
12, NUM 

, SPACE 
13, NUM 
Ref, PROPN 
ﬁtt, NOUN 
DM, PROPN 
Ogston, PROPN 
N, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Cheung, PROPN 
HF, PROPN 
Evans, PROPN 
BA, PROPN 
Thompson, PROPN 
RP, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Orthosilicic, PROPN 
acid, NOUN 
stimulates, VERB 
collagen, NOUN 
type, NOUN 
synthesis, NOUN 
osteoblastic, ADJ 
differentia, NOUN 
tion, NOUN 
human, ADJ 
osteoblast, NOUN 
like, ADJ 
cells, NOUN 
vitro, X 
Bone, NOUN 
2003;32:127, NOUN 
35, NUM 

, SPACE 
14, NUM 
Spector, PROPN 
TD, PROPN 
Calomme, PROPN 
MR, PROPN 
Anderson, PROPN 
S, PROPN 
Swaminathan, PROPN 
R, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Vanden-, PROPN 

, SPACE 
Berge, PROPN 
DA, PROPN 
et, PROPN 
al, PROPN 
Effect, PROPN 
bone, NOUN 
turnover, NOUN 
BMD, PROPN 
low, ADJ 
dose, NOUN 
oral, ADJ 
silicon, NOUN 

, SPACE 
adjunct, ADJ 
calcium, NOUN 
vitamin, NOUN 
D3, PROPN 
randomized, ADJ 
placebo, NOUN 
controlled, VERB 
trial, NOUN 
J, PROPN 
Bone, PROPN 

, SPACE 
Miner, PROPN 
Res, PROPN 
2005;20, PROPN 
S172, PROPN 

, SPACE 
15, X 
Calomme, PROPN 
M, PROPN 
Geusens, PROPN 
P, PROPN 
Demeester, PROPN 
N, PROPN 
Behets, PROPN 
GJ, PROPN 
D'Haese, PROPN 
P, PROPN 
Sindambiwe, PROPN 
JB, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Partial, ADJ 
prevention, NOUN 
long, ADJ 
term, NOUN 
femoral, ADJ 
bone, NOUN 
loss, NOUN 
aged, ADJ 
ovariectomized, VERB 
rats, NOUN 

, SPACE 
supplemented, VERB 
choline, NOUN 
stabilized, VERB 
orthosilicic, NOUN 
acid, NOUN 
Calcif, PROPN 
Tissue, PROPN 
Int, PROPN 

, SPACE 
2006;78:227, PROPN 
32, NUM 

, SPACE 
16, NUM 
Macdonald, PROPN 
HM, PROPN 
Hardcastle, PROPN 
AE, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Reid, PROPN 
DM, PROPN 
Powell, PROPN 
JJ, PROPN 
Dietary, ADJ 
silicon, NOUN 

, SPACE 
intake, NOUN 
associated, VERB 
bone, NOUN 
mineral, NOUN 
density, NOUN 
premenopasual, ADJ 
women, NOUN 

, SPACE 
postmenopausal, NOUN 
women, NOUN 
taking, VERB 
HRT, NOUN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 
2005;20, PROPN 
S393, PROPN 

, SPACE 
17, NUM 
Barel, PROPN 
Calomme, PROPN 
M, PROPN 
Timchenko, PROPN 
De, PROPN 
Paepe, PROPN 
K, PROPN 
Demeester, PROPN 
N, PROPN 
Rogiers, PROPN 
V, PROPN 
et, PROPN 
al, PROPN 
Effect, PROPN 

, SPACE 
oral, ADJ 
intake, NOUN 
choline, NOUN 
stabilized, VERB 
orthosilicic, NOUN 
acid, NOUN 
skin, NOUN 
nails, NOUN 
hair, NOUN 

, SPACE 
women, NOUN 
photodamaged, VERB 
skin, NOUN 
Arch, PROPN 
Dermatol, PROPN 
Res, PROPN 
2005;297:147, PROPN 
53, NUM 

, SPACE 
18, X 
Jugdaohsingh, PROPN 
R, PROPN 
Tucker, PROPN 
KL, PROPN 
Qiao, PROPN 
N, PROPN 
Cupples, PROPN 
LA, PROPN 
Kiel, PROPN 
DP, PROPN 
Powell, PROPN 
JJ, PROPN 
Silicon, PROPN 
intake, NOUN 

, SPACE 
major, ADJ 
dietary, ADJ 
determinant, NOUN 
bone, NOUN 
mineral, NOUN 
density, NOUN 
men, NOUN 
pre, ADJ 
menopausal, ADJ 
women, NOUN 
Framingham, PROPN 
Offspring, PROPN 
Cohort, PROPN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 

, SPACE 
2004;19:297, NOUN 
307, NUM 

, SPACE 
19, NUM 
Calomme, PROPN 
MR, PROPN 
Wijnen, PROPN 
P, PROPN 
Sindambiwe, PROPN 
JB, PROPN 
Cos, ADP 
P, NOUN 
Mertens, PROPN 
J, PROPN 
Geusens, PROPN 
P, PROPN 
et, PROPN 
al, PROPN 
Effect, PROPN 

, SPACE 
choline, NOUN 
stabilised, VERB 
orthosilicic, PROPN 
acid, NOUN 
bone, NOUN 
density, NOUN 
chicks, NOUN 
Calcif, PROPN 
Tissue, PROPN 
Int, PROPN 

, SPACE 
2002;70:292, NUM 

, SPACE 
20, NUM 
Rico, PROPN 
H, PROPN 
Gallego, PROPN 
Largo, PROPN 
JL, PROPN 
Hernández, PROPN 
ER, PROPN 
Villa, PROPN 
LF, PROPN 
Sanchez, PROPN 
Atrio, PROPN 
Seco, PROPN 
C, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Effects, NOUN 
silicon, NOUN 
supplementation, NOUN 
osteopenia, PROPN 
induced, VERB 
ovariectomy, NOUN 
rats, NOUN 
Calcif, PROPN 
Tissue, PROPN 
Int, PROPN 
2000;66:53, NOUN 
5, NUM 

, SPACE 
21, X 
Calomme, PROPN 
MR, PROPN 
Vanden, PROPN 
Berghe, PROPN 
DA, PROPN 
Supplementation, NOUN 
calves, NOUN 
stabilised, VERB 

, SPACE 
orthosilicic, NOUN 
acid, NOUN 
Biol, PROPN 
Trace, PROPN 
Elem, PROPN 
Res, PROPN 
1997;56:153, NOUN 
64, NUM 

, SPACE 
22, NUM 
Hott, PROPN 
M, PROPN 
de, PROPN 
Pollak, PROPN 
C, PROPN 
Modrowski, PROPN 
D, PROPN 
Marie, PROPN 
PJ, PROPN 
Short, ADJ 
term, NOUN 
effects, NOUN 
organic, ADJ 
silicon, NOUN 

, SPACE 
trabecular, ADJ 
bone, NOUN 
mature, ADJ 
overietomized, VERB 
rats, NOUN 
Caclif, PROPN 
Tissue, PROPN 
Int, PROPN 
1993;53:174, NOUN 
9, NUM 

, SPACE 
23, NUM 
Schiano, PROPN 
Eisinger, PROPN 
F, PROPN 
Detolle, PROPN 
P, PROPN 
Laponche, PROPN 
Brisou, PROPN 
B, PROPN 
Eisinger, PROPN 
J., PROPN 
Silicium, PROPN 
tissu, PROPN 

, SPACE 
osseux, PROPN 
et, PROPN 
immunité, NOUN 
Revue, PROPN 
du, PROPN 
Rhumatisme, PROPN 
1979;46:483, PROPN 

, SPACE 
6.[24, NOUN 
Eisinger, PROPN 
J, PROPN 
Clairet, PROPN 
D., PROPN 
Effects, PROPN 
silicon, NOUN 
ﬂuoride, ADJ 
etidronate, VERB 
magnesium, NOUN 
bone, NOUN 

, SPACE 
mineral, NOUN 
density, NOUN 
retrospective, ADJ 
study, NOUN 
Mag, PROPN 
Res, PROPN 
1993;6:247, NUM 
9, NUM 

, SPACE 
25, NUM 
Jugdaohsingh, PROPN 
R., PROPN 
Silicon, PROPN 
bone, NOUN 
health, NOUN 
J, PROPN 
Nutr, PROPN 
Health, PROPN 
Ageing, PROPN 
2007;11:99, NUM 
110, NUM 

, SPACE 
26, NUM 
Elliot, PROPN 
MA, PROPN 
Edwards, PROPN 
Jr, PROPN 
HM, PROPN 
Effect, NOUN 
dietary, ADJ 
silicon, NOUN 
growth, NOUN 
skeletal, ADJ 

, SPACE 
development, NOUN 
chickens, NOUN 
J, PROPN 
Nutr, PROPN 
1991;121:201, NUM 
7, NUM 

, SPACE 
27, NUM 
Elliot, PROPN 
MA, PROPN 
Edwards, PROPN 
Jr, PROPN 
HM, PROPN 
effects, NOUN 
dietary, ADJ 
aluminium, NOUN 
silicon, NOUN 
broiler, NOUN 

, SPACE 
chickens, NOUN 
Poult, PROPN 
Sci, PROPN 
1991;70:1390, PROPN 
402, NUM 

, SPACE 
28, NUM 
KayongoMale, PROPN 
H, PROPN 
Jia, PROPN 
XJ, PROPN 
Silicon, NOUN 
bioavailability, NOUN 
studies, NOUN 
young, ADJ 
rats, NOUN 
turkeys, PROPN 
fed, PROPN 

, SPACE 
semipuri, PROPN 
ﬁed, PROPN 
diets, NOUN 
comparative, ADJ 
study, NOUN 
Biol, PROPN 
Trace, PROPN 
Elem, PROPN 
Res, PROPN 
1999;67:173, PROPN 
86, NUM 

, SPACE 
29, NUM 
Seaborn, PROPN 
CD, PROPN 
Nielsen, PROPN 
FH, PROPN 
Dietary, ADJ 
silicon, NOUN 
affects, VERB 
acid, NOUN 
alkaline, NOUN 
phosphatase, NOUN 

, SPACE 
45Ca, NUM 
uptake, NOUN 
bone, NOUN 
rats, NOUN 
J, PROPN 
Trace, PROPN 
Elem, PROPN 
Exp, PROPN 
Med, PROPN 
1994;7:1, NOUN 
11, NUM 

, SPACE 
30, NUM 
Seaborn, PROPN 
CD, PROPN 
Nielsen, PROPN 
FH, PROPN 
Effect, NOUN 
germanium, NOUN 
silicon, NOUN 
bone, NOUN 
mineralisation, NOUN 

, SPACE 
Biol, PROPN 
Trace, PROPN 
Elem, PROPN 
Res, PROPN 
1994;42:151, NOUN 
64, NUM 

, SPACE 
31, NUM 
Seaborn, PROPN 
CD, PROPN 
Nielsen, PROPN 
FH, PROPN 
High, ADJ 
dietary, ADJ 
aluminum, NOUN 
affects, VERB 
response, NOUN 
rats, NOUN 

, SPACE 
silicon, NOUN 
deprivation, NOUN 
Biol, PROPN 
Trace, PROPN 
Elem, PROPN 
Res, PROPN 
1994;41:295, NOUN 
304, NUM 

, SPACE 
32, NUM 
Seaborn, PROPN 
CD, PROPN 
Nielsen, PROPN 
FH, PROPN 
Dietary, ADJ 
silicon, NOUN 
arginine, NOUN 
affect, VERB 
mineral, NOUN 
element, NOUN 

, SPACE 
composition, NOUN 
rat, NOUN 
femur, NOUN 
vertebra, NOUN 
Biol, PROPN 
Trace, PROPN 
Elem, PROPN 
Res, PROPN 
2002;89:239, NOUN 
50, NUM 

, SPACE 
33, NUM 
Seaborn, PROPN 
CD, PROPN 
Nielsen, PROPN 
FH, PROPN 
Silicon, PROPN 
deprivation, NOUN 
decreases, VERB 
collagen, NOUN 
formation, NOUN 

, SPACE 
wounds, NOUN 
bone, NOUN 
ornithine, ADJ 
transaminase, NOUN 
enzyme, NOUN 
activity, NOUN 
liver, NOUN 
Biol, PROPN 
Trace, PROPN 

, SPACE 
Elem, PROPN 
Res, PROPN 
2002;89:251, PROPN 
61, NUM 

, SPACE 
34, NUM 
Nielsen, PROPN 
FH, PROPN 
Poellot, PROPN 
R., PROPN 
Dietary, PROPN 
silicon, NOUN 
affects, VERB 
bone, NOUN 
turnover, NOUN 
differently, ADV 

, SPACE 
ovariectomised, VERB 
sham, NOUN 
operated, VERB 
growing, VERB 
rats, NOUN 
J, PROPN 
Trace, PROPN 
Elem, PROPN 
Exp, PROPN 
Med, PROPN 

, SPACE 
2004;17:137, NUM 
49, NUM 

, SPACE 
35, NUM 
Merkley, PROPN 
JW, PROPN 
Miller, PROPN 
ER, PROPN 
effects, NOUN 
sodium-, ADJ 
ﬂuoride, NOUN 
sodium, NOUN 
silicate, NOUN 

, SPACE 
growth, NOUN 
bone, NOUN 
strength, NOUN 
broilers, NOUN 
Poult, PROPN 
Sci, PROPN 
1983;62:798, PROPN 
804, NUM 

, SPACE 
36, NUM 
Carlisle, PROPN 
EM, PROPN 
Silicon, PROPN 
essential, ADJ 
element, NOUN 
chick, NOUN 
Nutr, PROPN 
Rev, PROPN 
1982;40:210, NOUN 
3, NUM 

, SPACE 
37, NUM 
Carlisle, PROPN 
EM, PROPN 
vivo, ADJ 
requirement, NOUN 
silicon, NOUN 
articular, ADJ 
cartilage, NOUN 
connective, ADJ 

, SPACE 
tissue, NOUN 
formation, NOUN 
chick, NOUN 
J, PROPN 
Nutr, PROPN 
1976;106:478, NUM 
84, NUM 

, SPACE 
38, NUM 
National, PROPN 
Academy, PROPN 
Sciences, PROPN 
Nutrient, ADJ 
requirements, NOUN 
laboratory, NOUN 
animals, NOUN 

, SPACE 
4th, ADJ 
revised, VERB 
edition, NOUN 
Nutrient, ADJ 
requirements, NOUN 
laboratory, NOUN 
rat, PROPN 
1995, NUM 
p., NOUN 
11, NUM 
79, NUM 

, SPACE 
39, NUM 
Taylor, PROPN 
PD, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Powell, PROPN 
JJ, PROPN 
Soluble, PROPN 
silica, PROPN 
high, ADJ 
af, ADJ 
ﬁnity, NOUN 
aluminium, NOUN 

, SPACE 
physiological, ADJ 
natural, ADJ 
conditions, NOUN 
J, PROPN 
Amer, PROPN 
Chem, PROPN 
Soc, PROPN 
1997;119:8852, NUM 
6, NUM 

, SPACE 
40, NUM 
Sahin, PROPN 
K, PROPN 
Onderci, PROPN 
M, PROPN 
Sahin, PROPN 
N, PROPN 
Balci, PROPN 
TA, PROPN 
Gursu, PROPN 
MF, PROPN 
Juturu, PROPN 
V, PROPN 
et, PROPN 
al, PROPN 
Dietary, PROPN 
arginine, NOUN 

, SPACE 
silicate, VERB 
inositol, PROPN 
complex, PROPN 
improves, VERB 
bone, NOUN 
mineralization, NOUN 
quail, NOUN 
Poult, PROPN 
Sci, PROPN 

, SPACE 
2006;85:492, PROPN 
786, NUM 

, SPACE 
41, NUM 
Sripanyakorn, PROPN 
S, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Elliott, PROPN 
H, PROPN 
Walker, PROPN 
C, PROPN 
Mehta, PROPN 
P, PROPN 
Shoukru, PROPN 
S, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
silicon, NOUN 
content, NOUN 
beer, NOUN 
bioavailability, NOUN 
healthy, ADJ 
volunteers, NOUN 
Bri, PROPN 
J, PROPN 
Nutr2004;91:403, PROPN 
9, NUM 

, SPACE 
42, NUM 
Te, PROPN 
Velde, PROPN 
J, PROPN 
Burkhardt, PROPN 
R, PROPN 
Kleiverda, PROPN 
K, PROPN 
Leenheers, PROPN 
Binnendijk, PROPN 
L, PROPN 
Sommer, PROPN 
ﬁeld, VERB 
W., PROPN 

, SPACE 
Methyl, PROPN 
methacrylate, NOUN 
embedding, VERB 
medium, NOUN 
histopathology, NOUN 
Histopathology, NOUN 

, SPACE 
1977;1:319, NUM 
30, NUM 

, SPACE 
43, NUM 
Brown, PROPN 
S, PROPN 
Worsfold, PROPN 
M, PROPN 
Sharp, PROPN 
C., PROPN 
Microplate, PROPN 
assay, VERB 
measurement, NOUN 

, SPACE 
hydroxyproline, NOUN 
acid, NOUN 
hydrolyzed, VERB 
tissue, NOUN 
samples, NOUN 
BioTechniques, NOUN 
2001;30:38, NUM 
42, NUM 

, SPACE 
44, NUM 
Jiang, PROPN 
Y, PROPN 
Zhao, PROPN 
J, PROPN 
Genant, PROPN 
H, PROPN 
Dequeker, PROPN 
J, PROPN 
Geusens, PROPN 
P., PROPN 
Long, ADJ 
term, NOUN 
changes, NOUN 
bone, NOUN 

, SPACE 
mineral, NOUN 
biomechanical, ADJ 
properties, NOUN 
vertebrae, NOUN 
femur, ADJ 
aging, VERB 
dietary, ADJ 

, SPACE 
calcium, NOUN 
restricted, VERB 
and/or, CCONJ 
estrogen, PROPN 
deprived/-replaced, VERB 
rats, NOUN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 

, SPACE 
1997;12:820, X 
30, NUM 

, SPACE 
45, NUM 
Firling, PROPN 
CE, PROPN 
Evans, PROPN 
GL, PROPN 
Wakley, PROPN 
GK, PROPN 
Sibonga, PROPN 
J, PROPN 
Turner, PROPN 
RT, PROPN 
Lack, NOUN 
effect, NOUN 
sodium, NOUN 

, SPACE 
zeolite, NOUN 
rat, PROPN 
tibia, PROPN 
histomorphometry, PROPN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 
1996;11:254, PROPN 
63, NUM 

, SPACE 
46, NUM 
Burden, PROPN 
TJ, PROPN 
Powell, PROPN 
JJ, PROPN 
Taylor, PROPN 
PD, PROPN 
Thompson, PROPN 
RPH, PROPN 
Optical, ADJ 
accuracy, NOUN 
precision, NOUN 

, SPACE 
sensitivity, NOUN 
inductively, ADV 
coupled, VERB 
plasma, NOUN 
optical, ADJ 
emission, NOUN 
spectrometry, NOUN 
Bioana-, PROPN 

, SPACE 
lysis, NOUN 
aluminium, NOUN 
J, PROPN 
Anal, PROPN 
Atom, PROPN 
Spectrom, PROPN 
1995;10:259, NOUN 
66, NUM 

, SPACE 
47, NUM 
Burden, PROPN 
TJ, PROPN 
Whitehead, PROPN 
MW, PROPN 
Thompson, PROPN 
RPH, PROPN 
Powell, PROPN 
JJ, PROPN 
Preparation, NOUN 
urine, NOUN 
samples, NOUN 

, SPACE 
trace, NOUN 
metal, NOUN 
determination, NOUN 
study, NOUN 
aluminium, NOUN 
analysis, NOUN 
inductivelycoupled, VERB 
plasma, NOUN 
optical, ADJ 
emission, NOUN 
spectrometry, NOUN 
Ann, PROPN 
Clin, PROPN 
Biochem, PROPN 
1998;35, NUM 

, SPACE 
245–53, NUM 

, SPACE 
48, NUM 
Sripanyakorn, PROPN 
S, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Thompson, PROPN 
RPH, PROPN 
Powell, PROPN 
JJ, PROPN 
Dietary, ADJ 
silicon, NOUN 

, SPACE 
bone, NOUN 
health, NOUN 
Nutr, PROPN 
Bull, PROPN 
2005;30:222, NOUN 
30, NUM 

, SPACE 
49, NUM 
Ref, PROPN 
ﬁtt, NOUN 
DM, PROPN 
Jugdaohsingh, PROPN 
R, PROPN 
Thompson, PROPN 
RPH, PROPN 
Powell, PROPN 
JJ, PROPN 
Orthosilicic, NOUN 
acid, NOUN 

, SPACE 
gastrointestinal, ADJ 
uptake, NOUN 
urinary, ADJ 
excretion, NOUN 
man, NOUN 
effects, NOUN 
aluminium, NOUN 

, SPACE 
excretion, NOUN 
J, PROPN 
Inorg, PROPN 
Biochem, PROPN 
1999;76:141, NOUN 
7, NUM 

, SPACE 
50, NUM 
Hildebrand, PROPN 
M, PROPN 
Volcani, PROPN 
Gassman, PROPN 
W, PROPN 
Schroeder, PROPN 
JI, PROPN 
gene, NOUN 
family, NOUN 
silicon, NOUN 

, SPACE 
transporters, NOUN 
Nature, NOUN 
1997;385:688, NUM 

, SPACE 
9, NUM 

, SPACE 
51, X 
Ma, PROPN 
JF, PROPN 
Tamai, PROPN 
K, PROPN 
Yamaji, PROPN 
N, PROPN 
Mitani, PROPN 
N, PROPN 
Konishi, PROPN 
S, PROPN 
Katsuhara, PROPN 
M, PROPN 
et, PROPN 
al, PROPN 
silicon, NOUN 

, SPACE 
transporter, NOUN 
rice, NOUN 
Nature, NOUN 
2006;440:688, NUM 
91, NUM 

, SPACE 
52, NUM 
Ma, PROPN 
JF, PROPN 
Yamaji, PROPN 
N., PROPN 
Silicon, PROPN 
uptake, NOUN 
accumulation, NOUN 
higher, ADJ 
plants, NOUN 
Trends, NOUN 
Plant, PROPN 
Sci, PROPN 

, SPACE 
2006;11:392, NOUN 
7, NUM 

, SPACE 
53, NUM 
Mitani, PROPN 
N, PROPN 
Yamaji, PROPN 
N, PROPN 
Ma, PROPN 
JF, PROPN 
Characterization, NOUN 
substrate, NOUN 
speci, VERB 
ﬁcity, NOUN 
rice, NOUN 
silicon, NOUN 

, SPACE 
transporter, NOUN 
Lsi1, NUM 
Plugers, NOUN 
Arch, PROPN 
Eur, PROPN 
J, PROPN 
Physiol, PROPN 
2008;456:679, NOUN 
86, NUM 

, SPACE 
54, NUM 
Bügel, PROPN 
S., PROPN 
Vitamin, PROPN 
K, PROPN 
bone, NOUN 
health, NOUN 
Proc, PROPN 
Nutr, PROPN 
Soc, PROPN 
2003;62:839, NOUN 
43, NUM 

, SPACE 
55, NUM 
Van, PROPN 
Summeren, PROPN 
MJ, PROPN 
van, PROPN 
Coeverden, PROPN 
SC, PROPN 
Schurgers, PROPN 
LJ, PROPN 
Braam, PROPN 
LA, PROPN 
Noirt, PROPN 
F, PROPN 
Uiterwaal, PROPN 

, SPACE 
CS, PROPN 
et, PROPN 
al, PROPN 
Vitamin, NOUN 
K, PROPN 
status, NOUN 
associated, VERB 
childhood, NOUN 
bone, NOUN 
mineral, NOUN 
content, NOUN 
Br, PROPN 
J, PROPN 

, SPACE 
Nutr, PROPN 
2008;18:1, PROPN 
7, NUM 

, SPACE 
56, NUM 
Onderci, PROPN 
M, PROPN 
Sahin, PROPN 
N, PROPN 
Sahin, PROPN 
K, PROPN 
Balci, PROPN 
TA, PROPN 
Gursu, PROPN 
MF, PROPN 
Juturu, PROPN 
V, PROPN 
et, PROPN 
al, PROPN 
Dietary, PROPN 
arginine, NOUN 

, SPACE 
silicate, VERB 
inositol, PROPN 
complex, PROPN 
late, ADJ 
laying, VERB 
period, NOUN 
quail, NOUN 
different, ADJ 

, SPACE 
environmental, ADJ 
temperatures, NOUN 
Br, PROPN 
Poult, PROPN 
Sci, PROPN 
2006;47:209, NOUN 
15, NUM 

, SPACE 
57, NUM 
Morishima, PROPN 
Grumbach, PROPN 
MM, PROPN 
Simpson, PROPN 
ER, PROPN 
Fisher, PROPN 
C, PROPN 
Qin, PROPN 
K., PROPN 
Aromatase, PROPN 
de, X 
ﬁciency, NOUN 

, SPACE 
male, ADJ 
female, ADJ 
siblings, NOUN 
caused, VERB 
novel, ADJ 
mutation, NOUN 
physiological, ADJ 
role, NOUN 
ofestrogens, NOUN 
J, PROPN 
Clin, PROPN 
Endo, PROPN 
Metab, PROPN 
1995;80:3689, NOUN 
98, NUM 

, SPACE 
58, NUM 
Smith, PROPN 
EP, PROPN 
Boyd, PROPN 
J, PROPN 
Frank, PROPN 
GR, PROPN 
et, PROPN 
al, PROPN 
Estrogen, PROPN 
resistance, NOUN 
caused, VERB 
mutation, NOUN 

, SPACE 
estrogen, NOUN 
receptor, NOUN 
gene, NOUN 
man, NOUN 
N, PROPN 
Eng, PROPN 
J, PROPN 
Med, PROPN 
1994;331:1056, NUM 
61, NUM 

, SPACE 
59, NUM 
Turner, PROPN 
RT, PROPN 
Kidder, PROPN 
LS, PROPN 
Zhang, PROPN 
M, PROPN 
et, PROPN 
al, PROPN 
Estrogen, PROPN 
rapid, ADJ 
tissue, NOUN 
speci, NOUN 
ﬁc, INTJ 
effects, NOUN 

, SPACE 
rat, NOUN 
bone, NOUN 
J, PROPN 
Appl, PROPN 
Physiol, PROPN 
1999;86:1950, NOUN 
8, NUM 

, SPACE 
60, NUM 
Van, PROPN 
der, NOUN 
Eerden, PROPN 
BCJ, PROPN 
Gevers, PROPN 
EF, PROPN 
Lowik, PROPN 
CWMG, PROPN 
Karperien, PROPN 
M, PROPN 
Wit, PROPN 
JM, PROPN 
Expression, NOUN 

, SPACE 
estrogen, NOUN 
receptor, NOUN 
αandβin, VERB 
epiphyseal, ADJ 
plate, NOUN 
rat, NOUN 
Bone, NOUN 
2002;30, PROPN 

, SPACE 
478–85.606, NOUN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
