Corrosion, PROPN 
, SPACE 
40, NUM 
F., PROPN 
J., PROPN 
Pocock, PROPN 
S., PROPN 
Leedy, PROPN 
Proc, PROPN 
Int, PROPN 
Water, PROPN 
Canf, PROPN 
Engineering, PROPN 
Society, PROPN 
Western, PROPN 
Pennsylvania, PROPN 
1971, NUM 

, SPACE 
41, X 
N., PROPN 
Ramasubramanian, PROPN 
N., PROPN 
Preocanin, PROPN 
R., PROPN 
A., NOUN 
Davidson, PROPN 
J., PROPN 
electrochem, NOUN 
Sot, PROPN 
132, NUM 
793, NUM 
1985, NUM 

, SPACE 
42, NUM 
T., PROPN 
B, PROPN 
Healy, PROPN 
private, ADJ 
communication, NOUN 
1990, NUM 

, SPACE 
43, NUM 
P., PROPN 
H., PROPN 
Effertz, PROPN 
Proc, PROPN 
5th, NOUN 
Inr, PROPN 
Conf, PROPN 
Metallic, PROPN 
Corrosion, PROPN 
Tokyo, PROPN 
1972, NUM 

, SPACE 
44, NUM 
K., PROPN 
R., PROPN 
Lawless, PROPN 
Rep., PROPN 
Prog, PROPN 
Phys, PROPN 
37, NUM 
321, NUM 
1974, NUM 

, SPACE 
45, NUM 
Z., NOUN 
A., NOUN 
Foroulis, PROPN 
W., PROPN 
W., PROPN 
Uhlig, PROPN 
J., PROPN 
electrochem, NOUN 
Sot, PROPN 
112, NUM 
1177, NUM 
1965, NUM 

, SPACE 
